Timestamp,Country.,Pin Code,Gender,Influencing Factors,Higher Education Aspiration,Work for 3+ Years?,Work for Unclear Mission?,Work for Inconsistent Mission?,Work for Non-Social Impact?,Preferred Working Environment?,Preferred Employers?,Which type of learning environment that you are most likely to work in ?,Which of the below careers looks close to your Aspirational job ?,Ideal Manager Type ?,Preferred Work Setup ?,Minimum Salary Expectation (First 3 Years),Expected Monthly Salary (After 5 Years)
27-04-2023 23:30,India,535145,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Learning-Friendly Employer,Instructor or Expert Learning Programs,Design and Develop amazing software,Target-Setting Manager,Work with 2 to 3 people in my team,41k to 50k,111k to 130k
27-04-2023 23:30,India,535145,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Learning-Friendly Employer,Instructor or Expert Learning Programs,I Want to sell things/Sales,Target-Setting Manager,Work with 2 to 3 people in my team,41k to 50k,111k to 130k
27-04-2023 23:30,India,535145,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Learning-Friendly Employer,Learning by observing others,Design and Creative strategy in any company,Target-Setting Manager,Work with 2 to 3 people in my team,41k to 50k,111k to 130k
27-04-2023 23:30,India,535145,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Learning-Friendly Employer,Learning by observing others,Build and develop a Team,Target-Setting Manager,Work with 2 to 3 people in my team,41k to 50k,111k to 130k
27-04-2023 23:30,India,535145,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Learning-Friendly Employer,Learning by observing others,Design and Develop amazing software,Target-Setting Manager,Work with 2 to 3 people in my team,41k to 50k,111k to 130k
27-04-2023 23:30,India,535145,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Learning-Friendly Employer,Learning by observing others,I Want to sell things/Sales,Target-Setting Manager,Work with 2 to 3 people in my team,41k to 50k,111k to 130k
27-04-2023 23:32,India,502279,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Design and Creative strategy in any company,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,71k to 90k
27-04-2023 23:32,India,502279,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Design and Develop amazing software,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,71k to 90k
27-04-2023 23:32,India,502279,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Work as a freelancer and do my thing my way,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,71k to 90k
27-04-2023 23:32,India,502279,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Become a content Creator in some platform,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,71k to 90k
27-04-2023 23:32,India,502279,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Design and Creative strategy in any company,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,71k to 90k
27-04-2023 23:32,India,502279,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Design and Develop amazing software,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,71k to 90k
27-04-2023 23:32,India,502279,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Work as a freelancer and do my thing my way,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,71k to 90k
27-04-2023 23:32,India,502279,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Become a content Creator in some platform,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,71k to 90k
27-04-2023 23:32,India,502279,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Purchased Course from External Platforms,Design and Creative strategy in any company,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,71k to 90k
27-04-2023 23:32,India,502279,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Purchased Course from External Platforms,Design and Develop amazing software,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,71k to 90k
27-04-2023 23:32,India,502279,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Purchased Course from External Platforms,Work as a freelancer and do my thing my way,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,71k to 90k
27-04-2023 23:32,India,502279,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Purchased Course from External Platforms,Become a content Creator in some platform,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,71k to 90k
27-04-2023 23:33,India,768017,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Teaching in any of the institutes/colleges/online or offline,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,>50k,91k to 110k
27-04-2023 23:33,India,768017,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,>50k,91k to 110k
27-04-2023 23:33,India,768017,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Build and develop a Team,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,>50k,91k to 110k
27-04-2023 23:33,India,768017,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,>50k,91k to 110k
27-04-2023 23:33,India,768017,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,Teaching in any of the institutes/colleges/online or offline,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,>50k,91k to 110k
27-04-2023 23:33,India,768017,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,>50k,91k to 110k
27-04-2023 23:33,India,768017,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,Build and develop a Team,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,>50k,91k to 110k
27-04-2023 23:33,India,768017,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,>50k,91k to 110k
27-04-2023 23:33,India,768017,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Learning by observing others,Teaching in any of the institutes/colleges/online or offline,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,>50k,91k to 110k
27-04-2023 23:33,India,768017,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Learning by observing others,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,>50k,91k to 110k
27-04-2023 23:33,India,768017,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Learning by observing others,Build and develop a Team,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,>50k,91k to 110k
27-04-2023 23:33,India,768017,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Learning by observing others,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,>50k,91k to 110k
27-04-2023 23:48,India,440024,M,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",16k to 20k,71k to 90k
27-04-2023 23:48,India,440024,M,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Business Operations in any organization,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",16k to 20k,71k to 90k
27-04-2023 23:48,India,440024,M,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Design and Develop amazing software,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",16k to 20k,71k to 90k
27-04-2023 23:48,India,440024,M,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Work as a freelancer and do my thing my way,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",16k to 20k,71k to 90k
27-04-2023 23:48,India,440024,M,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Trial and error by doing side projects within the company,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",16k to 20k,71k to 90k
27-04-2023 23:48,India,440024,M,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Trial and error by doing side projects within the company,Business Operations in any organization,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",16k to 20k,71k to 90k
27-04-2023 23:48,India,440024,M,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Trial and error by doing side projects within the company,Design and Develop amazing software,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",16k to 20k,71k to 90k
27-04-2023 23:48,India,440024,M,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Trial and error by doing side projects within the company,Work as a freelancer and do my thing my way,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",16k to 20k,71k to 90k
27-04-2023 23:48,India,440024,M,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Self Purchased Course from External Platforms,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",16k to 20k,71k to 90k
27-04-2023 23:48,India,440024,M,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Self Purchased Course from External Platforms,Business Operations in any organization,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",16k to 20k,71k to 90k
27-04-2023 23:48,India,440024,M,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Self Purchased Course from External Platforms,Design and Develop amazing software,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",16k to 20k,71k to 90k
27-04-2023 23:48,India,440024,M,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Employer Supporting and Rewarding Learning,Self Purchased Course from External Platforms,Work as a freelancer and do my thing my way,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",16k to 20k,71k to 90k
27-04-2023 23:50,India,535145,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",8,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Design and Creative strategy in any company,Manager with Clear Expectations,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
27-04-2023 23:50,India,535145,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",8,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Teaching in any of the institutes/colleges/online or offline,Manager with Clear Expectations,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
27-04-2023 23:50,India,535145,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",8,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Manage and drive End-to-End Projects or Products,Manager with Clear Expectations,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
27-04-2023 23:50,India,535145,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",8,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Design and Develop amazing software,Manager with Clear Expectations,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
27-04-2023 23:50,India,535145,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",8,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Design and Creative strategy in any company,Manager with Clear Expectations,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
27-04-2023 23:50,India,535145,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",8,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Teaching in any of the institutes/colleges/online or offline,Manager with Clear Expectations,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
27-04-2023 23:50,India,535145,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",8,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Manage and drive End-to-End Projects or Products,Manager with Clear Expectations,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
27-04-2023 23:50,India,535145,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",8,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Design and Develop amazing software,Manager with Clear Expectations,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
27-04-2023 23:50,India,535145,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",8,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Learning by observing others,Design and Creative strategy in any company,Manager with Clear Expectations,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
27-04-2023 23:50,India,535145,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",8,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Learning by observing others,Teaching in any of the institutes/colleges/online or offline,Manager with Clear Expectations,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
27-04-2023 23:50,India,535145,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",8,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Learning by observing others,Manage and drive End-to-End Projects or Products,Manager with Clear Expectations,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
27-04-2023 23:50,India,535145,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",8,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Learning by observing others,Design and Develop amazing software,Manager with Clear Expectations,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
27-04-2023 23:57,India,500062,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with more than 10 people in my team,>50k,131k to 150k
27-04-2023 23:57,India,500062,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Build and develop a Team,Manager Who Guides and Sets Goals,Work with more than 10 people in my team,>50k,131k to 150k
27-04-2023 23:57,India,500062,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Design and Develop amazing software,Manager Who Guides and Sets Goals,Work with more than 10 people in my team,>50k,131k to 150k
27-04-2023 23:57,India,500062,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Work in a BPO setup for some well known client,Manager Who Guides and Sets Goals,Work with more than 10 people in my team,>50k,131k to 150k
27-04-2023 23:57,India,500062,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with more than 10 people in my team,>50k,131k to 150k
27-04-2023 23:57,India,500062,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Build and develop a Team,Manager Who Guides and Sets Goals,Work with more than 10 people in my team,>50k,131k to 150k
27-04-2023 23:57,India,500062,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Design and Develop amazing software,Manager Who Guides and Sets Goals,Work with more than 10 people in my team,>50k,131k to 150k
27-04-2023 23:57,India,500062,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Work in a BPO setup for some well known client,Manager Who Guides and Sets Goals,Work with more than 10 people in my team,>50k,131k to 150k
27-04-2023 23:57,India,500062,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with more than 10 people in my team,>50k,131k to 150k
27-04-2023 23:57,India,500062,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Build and develop a Team,Manager Who Guides and Sets Goals,Work with more than 10 people in my team,>50k,131k to 150k
27-04-2023 23:57,India,500062,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Design and Develop amazing software,Manager Who Guides and Sets Goals,Work with more than 10 people in my team,>50k,131k to 150k
27-04-2023 23:57,India,500062,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Work in a BPO setup for some well known client,Manager Who Guides and Sets Goals,Work with more than 10 people in my team,>50k,131k to 150k
28-04-2023 00:03,India,500007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",8,Daily Office Environment,Employer That Stifles Growth,Self Paced Learning Portals of the Company,Design and Creative strategy in any company,Goal-Setting Supportive Manager,Work alone,31k to 40k,71k to 90k
28-04-2023 00:03,India,500007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",8,Daily Office Environment,Employer That Stifles Growth,Self Paced Learning Portals of the Company,Teaching in any of the institutes/colleges/online or offline,Goal-Setting Supportive Manager,Work alone,31k to 40k,71k to 90k
28-04-2023 00:03,India,500007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",8,Daily Office Environment,Employer That Stifles Growth,Self Paced Learning Portals of the Company,Business Operations in any organization,Goal-Setting Supportive Manager,Work alone,31k to 40k,71k to 90k
28-04-2023 00:03,India,500007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",8,Daily Office Environment,Employer That Stifles Growth,Self Paced Learning Portals of the Company,Build and develop a Team,Goal-Setting Supportive Manager,Work alone,31k to 40k,71k to 90k
28-04-2023 00:03,India,500007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",8,Daily Office Environment,Employer That Stifles Growth,Instructor or Expert Learning Programs,Design and Creative strategy in any company,Goal-Setting Supportive Manager,Work alone,31k to 40k,71k to 90k
28-04-2023 00:03,India,500007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",8,Daily Office Environment,Employer That Stifles Growth,Instructor or Expert Learning Programs,Teaching in any of the institutes/colleges/online or offline,Goal-Setting Supportive Manager,Work alone,31k to 40k,71k to 90k
28-04-2023 00:03,India,500007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",8,Daily Office Environment,Employer That Stifles Growth,Instructor or Expert Learning Programs,Business Operations in any organization,Goal-Setting Supportive Manager,Work alone,31k to 40k,71k to 90k
28-04-2023 00:03,India,500007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",8,Daily Office Environment,Employer That Stifles Growth,Instructor or Expert Learning Programs,Build and develop a Team,Goal-Setting Supportive Manager,Work alone,31k to 40k,71k to 90k
28-04-2023 00:03,India,500007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",8,Daily Office Environment,Employer That Stifles Growth,Trial and error by doing side projects within the company,Design and Creative strategy in any company,Goal-Setting Supportive Manager,Work alone,31k to 40k,71k to 90k
28-04-2023 00:03,India,500007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",8,Daily Office Environment,Employer That Stifles Growth,Trial and error by doing side projects within the company,Teaching in any of the institutes/colleges/online or offline,Goal-Setting Supportive Manager,Work alone,31k to 40k,71k to 90k
28-04-2023 00:03,India,500007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",8,Daily Office Environment,Employer That Stifles Growth,Trial and error by doing side projects within the company,Business Operations in any organization,Goal-Setting Supportive Manager,Work alone,31k to 40k,71k to 90k
28-04-2023 00:03,India,500007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",8,Daily Office Environment,Employer That Stifles Growth,Trial and error by doing side projects within the company,Build and develop a Team,Goal-Setting Supportive Manager,Work alone,31k to 40k,71k to 90k
28-04-2023 00:09,India,440008,F,Social Media,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed","Values Learning, Lacks Support",Self Paced Learning Portals of the Company,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
28-04-2023 00:09,India,440008,F,Social Media,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed","Values Learning, Lacks Support",Self Paced Learning Portals of the Company,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
28-04-2023 00:09,India,440008,F,Social Media,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed","Values Learning, Lacks Support",Self Paced Learning Portals of the Company,Entrepreneur or Start Up,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
28-04-2023 00:09,India,440008,F,Social Media,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed","Values Learning, Lacks Support",Self Paced Learning Portals of the Company,An Artificial Intelligence Specialist / Talking to Robots,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
28-04-2023 00:09,India,440008,F,Social Media,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed","Values Learning, Lacks Support",Instructor or Expert Learning Programs,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
28-04-2023 00:09,India,440008,F,Social Media,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed","Values Learning, Lacks Support",Instructor or Expert Learning Programs,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
28-04-2023 00:09,India,440008,F,Social Media,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed","Values Learning, Lacks Support",Instructor or Expert Learning Programs,Entrepreneur or Start Up,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
28-04-2023 00:09,India,440008,F,Social Media,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed","Values Learning, Lacks Support",Instructor or Expert Learning Programs,An Artificial Intelligence Specialist / Talking to Robots,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
28-04-2023 00:09,India,440008,F,Social Media,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed","Values Learning, Lacks Support",Self Purchased Course from External Platforms,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
28-04-2023 00:09,India,440008,F,Social Media,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed","Values Learning, Lacks Support",Self Purchased Course from External Platforms,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
28-04-2023 00:09,India,440008,F,Social Media,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed","Values Learning, Lacks Support",Self Purchased Course from External Platforms,Entrepreneur or Start Up,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
28-04-2023 00:09,India,440008,F,Social Media,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed","Values Learning, Lacks Support",Self Purchased Course from External Platforms,An Artificial Intelligence Specialist / Talking to Robots,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
